Feedback_ID,Date,Quarter,Client_Company,Industry,Region,Project_Type,Project_Manager,Project_Duration_Months,Contract_Value_INR,Client_Feedback,Star_Rating,NPS_Score,NPS_Category,SLA_Breached,Contract_Renewal
FB10294,2022-12-23,Q4-2022,PayFast,Fintech,Mumbai,Network Infrastructure,Neha Joshi,25,423531312.0,Below par delivery with multiple issues that impacted our business operations. Support response has been slow and inadequate.,2,9,Promoter,Yes,Yes
FB10892,2022-05-09,Q2-2022,Metro Bank,Banking & Finance,Delhi NCR,DevOps Implementation,Amit Patel,8,90969533.0,Exceptional project execution from start to finish. The solution implemented has transformed our operations completely. Highly recommended.,5,3,Detractor,No,Yes
FB10425,2023-02-24,Q1-2023,SkyJet,Aviation,Delhi NCR,ERP Implementation,Pooja Iyer,9,130873209.0,Satisfactory project delivery. The solution is functional and meets basic requirements though there is room for optimization.,3,3,Detractor,No,Yes
FB10713,2023-12-03,Q4-2023,National Insurance,Insurance,Delhi NCR,ERP Implementation,Sneha Reddy,22,422840388.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,5,Detractor,No,Yes
FB10260,2023-02-26,Q1-2023,Alpha Bank,Banking & Finance,Hyderabad,Cloud Migration,Rahul Gupta,3,13279443.0,Poor project management led to significant delays and budget overruns. Final solution required considerable rework after delivery.,2,4,Detractor,Yes,No
FB10237,2023-04-19,Q2-2023,National Insurance,Insurance,Hyderabad,Database Management,Rajesh Sharma,22,363023640.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,6,Detractor,Yes,No
FB10559,2022-09-17,Q3-2022,Fortis Healthcare,Healthcare,Kolkata,Cloud Migration,Neha Joshi,3,232028116.0,Mixed experience overall. Some aspects of the project were well executed while others needed improvement and additional rework.,3,8,Passive,No,Yes
FB10583,2023-05-02,Q2-2023,National Insurance,Insurance,Mumbai,Application Development,Rajesh Sharma,10,178963206.0,Mixed experience overall. Some aspects of the project were well executed while others needed improvement and additional rework.,3,2,Detractor,No,No
FB10445,2023-02-19,Q1-2023,Bajaj Finance,Banking & Finance,Pune,Network Infrastructure,Pooja Iyer,30,161620102.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,10,Promoter,No,Yes
FB10867,2023-12-28,Q4-2023,Prime Bank,Banking & Finance,Chennai,Cybersecurity Solutions,Vikram Singh,33,83596719.0,Superb technical expertise and excellent project management. Understood our complex requirements and delivered a perfect solution.,5,9,Promoter,No,Yes
FB10800,2023-03-30,Q1-2023,Tech Solutions Ltd,IT & Technology,Pune,IT Managed Services,Rajesh Sharma,20,324728682.0,Best vendor experience we have ever had. Every commitment was met and the quality of work surpassed our requirements significantly.,5,0,Detractor,No,Yes
FB10599,2022-10-21,Q4-2022,FuelTech,Oil & Gas,Mumbai,Data Analytics Platform,Neha Joshi,34,45842533.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,4,Detractor,Yes,No
FB10849,2023-05-22,Q2-2023,GlobalPhone,Telecom,Pune,IoT Solutions,Pooja Iyer,33,137826052.0,Flawless implementation with outstanding post deployment support. The solution has delivered significant ROI within the first quarter.,5,10,Promoter,No,Yes
FB10265,2022-08-24,Q3-2022,ShopEasy,Retail & E-commerce,Mumbai,Digital Transformation,Rahul Gupta,16,451130115.0,Not happy with the project outcome. Key milestones were missed and quality of work did not match what was promised initially.,2,9,Promoter,Yes,No
FB10995,2023-01-22,Q1-2023,GridTech,Energy & Utilities,Mumbai,Cloud Migration,Neha Joshi,27,15254378.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,10,Promoter,Yes,Yes
FB10529,2022-06-09,Q2-2022,City Bank,Banking & Finance,Bangalore,Cloud Migration,Pooja Iyer,11,136169149.0,The project was completed as per scope but there were notable delays. Technical quality was acceptable though not exceptional.,3,3,Detractor,No,No
FB10055,2023-03-27,Q1-2023,TeleConnect,Telecom,Bangalore,DevOps Implementation,Sneha Reddy,7,358204707.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,3,Detractor,Yes,No
FB10120,2023-11-02,Q4-2023,ShopEasy,Retail & E-commerce,Chennai,IoT Solutions,Amit Patel,9,417678076.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,9,Promoter,Yes,No
FB10215,2023-08-10,Q3-2023,Prime Bank,Banking & Finance,Mumbai,DevOps Implementation,Sneha Reddy,10,99438242.0,Below par delivery with multiple issues that impacted our business operations. Support response has been slow and inadequate.,2,7,Passive,Yes,No
FB10025,2022-08-31,Q3-2022,NetCom,Telecom,Kolkata,Cloud Migration,Priya Nair,13,206174959.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,7,Passive,Yes,Yes
FB10072,2022-10-14,Q4-2022,Fortis Healthcare,Healthcare,Bangalore,AI/ML Implementation,Vikram Singh,20,280116559.0,Total failure in project delivery. System went live with critical bugs causing major business disruption for weeks after go live.,1,8,Passive,Yes,Yes
FB10044,2023-08-14,Q3-2023,PayFast,Fintech,Chennai,IT Managed Services,Priya Nair,15,131087641.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,6,Detractor,Yes,Yes
FB10247,2023-06-22,Q2-2023,Global IT Corp,IT & Technology,Kolkata,DevOps Implementation,Arjun Mehta,23,349672662.0,Poor project management led to significant delays and budget overruns. Final solution required considerable rework after delivery.,2,6,Detractor,Yes,Yes
FB10721,2023-03-10,Q1-2023,PowerGen,Energy & Utilities,Hyderabad,Digital Transformation,Divya Menon,33,342955532.0,Satisfied with the engagement overall. The team showed dedication and the final solution is working well for our requirements.,4,2,Detractor,No,Yes
FB10281,2023-04-18,Q2-2023,FuelTech,Oil & Gas,Pune,IT Managed Services,Rajesh Sharma,16,222035202.0,Below par delivery with multiple issues that impacted our business operations. Support response has been slow and inadequate.,2,4,Detractor,Yes,No
FB10893,2022-06-18,Q2-2022,Bajaj Finance,Banking & Finance,Bangalore,IoT Solutions,Pooja Iyer,15,126237854.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,9,Promoter,No,Yes
FB10914,2022-09-12,Q3-2022,NationalAir,Aviation,Pune,IT Managed Services,Vikram Singh,26,228699448.0,Absolutely outstanding service delivery. The team exceeded every expectation and delivered well ahead of schedule with exceptional quality.,5,8,Passive,No,Yes
FB10810,2022-05-26,Q2-2022,National Insurance,Insurance,Delhi NCR,Digital Transformation,Rahul Gupta,26,272517679.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,3,Detractor,No,Yes
FB10244,2022-08-28,Q3-2022,GridTech,Energy & Utilities,Chennai,Cloud Migration,Arjun Mehta,16,378420926.0,Disappointed with the project delivery. Multiple deadlines were missed and quality of deliverables was below agreed standards.,2,0,Detractor,Yes,Yes
FB10822,2022-10-08,Q4-2022,AirExpress,Aviation,Hyderabad,Database Management,Sneha Reddy,15,424595253.0,Perfect delivery with zero issues during go live. The team demonstrated world class expertise and professionalism throughout the entire engagement.,5,10,Promoter,Yes,Yes
FB10321,2022-05-16,Q2-2022,GlobalPhone,Telecom,Bangalore,Cloud Migration,Divya Menon,27,431102932.0,Below par delivery with multiple issues that impacted our business operations. Support response has been slow and inadequate.,2,9,Promoter,Yes,No
FB10643,2023-02-21,Q1-2023,National Bank,Banking & Finance,Pune,IT Managed Services,Rajesh Sharma,16,70692441.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,3,Detractor,No,Yes
FB10158,2022-12-04,Q4-2022,Finance Ministry,Government,Mumbai,DevOps Implementation,Divya Menon,9,281191790.0,Deeply dissatisfied with every aspect of this engagement. This has been the worst technology investment our company has ever made.,1,6,Detractor,Yes,No
FB10977,2022-07-09,Q3-2022,Reliance Retail,Retail & E-commerce,Chennai,Database Management,Priya Nair,19,474422452.0,Remarkable results delivered by a highly skilled team. Business outcomes have exceeded all targets we had set for this project.,5,5,Detractor,No,Yes
FB10429,2023-09-09,Q3-2023,Finance Ministry,Government,Chennai,ERP Implementation,Amit Patel,35,152962002.0,Satisfactory project delivery. The solution is functional and meets basic requirements though there is room for optimization.,3,8,Passive,No,No
FB10941,2022-09-20,Q3-2022,OilCorp,Oil & Gas,Hyderabad,ERP Implementation,Priya Nair,5,46882112.0,Perfect delivery with zero issues during go live. The team demonstrated world class expertise and professionalism throughout the entire engagement.,5,8,Passive,Yes,Yes
FB10462,2023-05-29,Q2-2023,TeleConnect,Telecom,Mumbai,Application Development,Neha Joshi,11,222749857.0,Okay experience with this vendor. Performance has been average and they meet minimum commitments without going beyond contract.,3,1,Detractor,No,No
FB10309,2022-10-02,Q4-2022,Fortis Healthcare,Healthcare,Chennai,Network Infrastructure,Sneha Reddy,23,415030090.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,5,Detractor,Yes,No
FB10697,2022-09-25,Q3-2022,FuelTech,Oil & Gas,Hyderabad,Application Development,Pooja Iyer,24,405693391.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,0,Detractor,Yes,Yes
FB10060,2022-06-19,Q2-2022,FuelTech,Oil & Gas,Pune,DevOps Implementation,Arjun Mehta,32,460173102.0,Catastrophic project delivery that has severely impacted our business. We are pursuing contract penalties due to magnitude of failures.,1,9,Promoter,Yes,No
FB10884,2022-11-05,Q4-2022,Metro Bank,Banking & Finance,Chennai,Digital Transformation,Sneha Reddy,34,491635734.0,Remarkable results delivered by a highly skilled team. Business outcomes have exceeded all targets we had set for this project.,5,8,Passive,Yes,Yes
FB10595,2023-01-13,Q1-2023,Metro Bank,Banking & Finance,Pune,Database Management,Pooja Iyer,10,292233047.0,Okay experience with this vendor. Performance has been average and they meet minimum commitments without going beyond contract.,3,2,Detractor,Yes,No
FB10767,2022-01-20,Q1-2022,Max Healthcare,Healthcare,Hyderabad,IoT Solutions,Rajesh Sharma,30,290319659.0,Satisfied with the engagement overall. The team showed dedication and the final solution is working well for our requirements.,4,4,Detractor,Yes,Yes
FB10649,2023-10-27,Q4-2023,Tech Solutions Ltd,IT & Technology,Mumbai,Cybersecurity Solutions,Rahul Gupta,33,370003132.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,3,Detractor,No,Yes
FB10650,2023-03-10,Q1-2023,SkyJet,Aviation,Pune,Data Analytics Platform,Rahul Gupta,20,31957699.0,Strong delivery performance with good communication throughout. The solution has improved our operational efficiency significantly.,4,5,Detractor,No,Yes
FB10865,2023-06-21,Q2-2023,Fortis Healthcare,Healthcare,Pune,Cybersecurity Solutions,Vikram Singh,7,230058525.0,Superb technical expertise and excellent project management. Understood our complex requirements and delivered a perfect solution.,5,8,Passive,No,Yes
FB10668,2023-08-28,Q3-2023,TeleConnect,Telecom,Mumbai,IT Managed Services,Divya Menon,27,48781898.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,10,Promoter,No,Yes
FB10298,2023-10-31,Q4-2023,Fortis Healthcare,Healthcare,Hyderabad,Network Infrastructure,Rahul Gupta,34,207521502.0,Poor project management led to significant delays and budget overruns. Final solution required considerable rework after delivery.,2,7,Passive,Yes,No
FB10689,2023-09-07,Q3-2023,City Bank,Banking & Finance,Chennai,Network Infrastructure,Vikram Singh,22,345088046.0,Strong delivery performance with good communication throughout. The solution has improved our operational efficiency significantly.,4,3,Detractor,No,Yes
FB10314,2022-05-04,Q2-2022,Alpha Bank,Banking & Finance,Kolkata,Cloud Migration,Divya Menon,30,348545346.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,7,Passive,Yes,Yes
FB10310,2022-02-19,Q1-2022,ShopEasy,Retail & E-commerce,Pune,Application Development,Divya Menon,5,54289497.0,Below par delivery with multiple issues that impacted our business operations. Support response has been slow and inadequate.,2,7,Passive,Yes,Yes
FB10361,2023-08-05,Q3-2023,PowerGen,Energy & Utilities,Kolkata,Database Management,Arjun Mehta,5,95130469.0,The implementation caused significant issues for our business. Post deployment support has been inadequate and slow to respond.,2,5,Detractor,Yes,No
FB10479,2023-12-22,Q4-2023,ShopEasy,Retail & E-commerce,Mumbai,Cybersecurity Solutions,Rahul Gupta,7,459992823.0,Satisfactory project delivery. The solution is functional and meets basic requirements though there is room for optimization.,3,8,Passive,No,No
FB10110,2023-01-26,Q1-2023,NationalAir,Aviation,Delhi NCR,Application Development,Priya Nair,25,289531905.0,Completely unacceptable performance. SLA breaches were constant and escalations to management produced no meaningful results.,1,4,Detractor,Yes,Yes
